size,f,threads,duration,io_alocation
16,2,32,0.001475,0.00154
16,2,32,0.001474,0.001528
32,2,32,0.002053,0.002178
32,2,32,0.001905,0.002053
32,2,32,0.002005,0.002131
32,2,32,0.002769,0.002903
32,2,32,0.002367,0.002498
32,2,32,0.001725,0.00185
32,2,32,0.001684,0.001781
32,2,32,0.001369,0.001454
32,2,32,0.001383,0.001465
32,2,32,0.001259,0.001337
64,2,32,0.003333,0.003603
64,2,32,0.003216,0.003484
64,2,32,0.002624,0.002894
64,2,32,0.00372,0.003981
64,2,32,0.002738,0.003004
64,2,32,0.002577,0.00284
64,2,32,0.002694,0.002959
64,2,32,0.002674,0.002975
64,2,32,0.003125,0.003389
64,2,32,0.002674,0.002943
128,2,32,0.008853,0.00988
128,2,32,0.007607,0.008617
128,2,32,0.007189,0.008195
128,2,32,0.007772,0.008753
128,2,32,0.008064,0.009048
128,2,32,0.007556,0.008538
128,2,32,0.007393,0.008401
128,2,32,0.007912,0.008894
128,2,32,0.007768,0.008738
128,2,32,0.007904,0.00889
256,2,32,0.025976,0.029927
256,2,32,0.027487,0.031467
256,2,32,0.026969,0.030904
256,2,32,0.049408,0.057163
256,2,32,0.050499,0.057968
256,2,32,0.049396,0.05646
256,2,32,0.036561,0.043604
256,2,32,0.028857,0.032818
256,2,32,0.026251,0.030232
256,2,32,0.026895,0.030839
512,2,32,0.100028,0.115817
512,2,32,0.101478,0.117256
512,2,32,0.100812,0.116654
512,2,32,0.103135,0.118856
512,2,32,0.098393,0.114152
512,2,32,0.101129,0.116856
512,2,32,0.10458,0.120348
512,2,32,0.099544,0.115306
512,2,32,0.098972,0.114782
512,2,32,0.103693,0.119488
1024,2,32,0.381295,0.44432
1024,2,32,0.423051,0.487833
1024,2,32,0.389173,0.45323
1024,2,32,0.381233,0.444399
1024,2,32,0.391319,0.454389
1024,2,32,0.395329,0.460142
1024,2,32,0.38342,0.446549
1024,2,32,0.385339,0.448488
1024,2,32,0.393562,0.457266
1024,2,32,0.391486,0.454533
2048,2,32,1.516832,1.781938
2048,2,32,1.503399,1.755747
2048,2,32,1.499516,1.75796
2048,2,32,1.512769,1.765718
2048,2,32,1.517747,1.770527
2048,2,32,1.49486,1.748251
2048,2,32,1.497422,1.752544
2048,2,32,1.53388,1.786708
2048,2,32,1.518698,1.771135
2048,2,32,1.526798,1.78012
4096,2,32,6.110673,7.128379
4096,2,32,6.015483,7.021781
4096,2,32,6.079228,7.0856
4096,2,32,6.096838,7.100537
4096,2,32,6.005069,7.013379
4096,2,32,6.049372,7.057419
4096,2,32,6.077804,7.089298
4096,2,32,6.104083,7.110296
4096,2,32,5.971307,6.975205
4096,2,32,6.014916,7.023938
8192,2,32,23.815335,27.82649
8192,2,32,23.861258,27.870304
8192,2,32,24.057473,28.071581
8192,2,32,23.840259,27.851412
8192,2,32,23.849552,27.874394
8192,2,32,23.774794,27.781087
8192,2,32,24.140485,28.15378
8192,2,32,23.842397,27.849052
8192,2,32,23.815738,27.826905
8192,2,32,23.89192,27.899147
